corridor_member_id,prior_loans_with_cu,loans_paid_in_full,ever_30_dpd_with_cu,months_since_last_cu_loan
hospital,3,3,false,1.0
authority,3,2,false,28.0764
move,2,1,false,57.9531
raise,5,1,true,17.3158
growth,1,2,false,12.1102
actually,2,2,false,29.0943
time,2,1,false,1.0
kitchen,6,1,false,63.8408
test,0,4,false,1.0
might,5,2,false,39.0729
born,1,1,true,56.9784
lead,2,3,false,63.5231
high,4,1,false,23.3135
prove,4,3,false,36.3435
vote,6,2,true,34.3695
them,2,5,false,34.4526
machine,3,1,false,3.4858
second,4,1,false,40.8425
claim,0,3,false,58.093
learn,4,2,true,1.0
control,0,4,false,1.0
similar,2,2,false,32.3409
nearly,1,1,true,54.2703
rather,4,1,true,39.2224
expect,7,3,true,1.0
power,4,1,true,31.9753
system,3,1,false,1.0
wide,1,0,false,1.0
nothing,5,2,false,1.0
stage,5,5,false,46.1104
member,3,1,false,40.4059
make,2,1,false,54.3605
least,2,2,false,32.6559
that,2,1,false,26.1635
side,2,1,false,23.6223
person,4,1,false,43.2168
executive,0,0,false,1.0
future,4,0,false,1.0
together,0,2,true,11.9248
else,4,1,false,10.4029
then,2,2,false,1.0
worry,2,2,true,38.0162
before,3,1,false,11.7177
family,4,1,false,53.119
upon,0,1,true,10.1526
little,1,4,false,51.7486
either,2,5,false,5.2147
social,3,1,false,51.8373
majority,3,3,false,21.9211
over,5,1,false,57.3386
poor,4,3,false,34.7869
relate,3,2,false,37.1226
hundred,2,2,false,16.7598
great,3,1,false,1.0
air,4,2,false,79.6571
miss,2,0,true,13.5239
today,3,0,true,52.5625
garden,3,4,false,28.6949
court,5,1,false,66.6346
method,4,3,false,36.4227
difference,4,2,false,35.381
hear,1,1,false,1.0
subject,4,2,false,55.6146
evening,2,1,false,84.0
grow,3,1,false,48.917
far,4,4,false,44.1007
up,2,4,false,54.4555
pick,1,3,false,5.7528
science,4,2,false,56.6425
up,2,1,false,1.0
fact,2,1,false,42.1725
only,4,2,false,1.0
action,1,3,false,9.9065
nation,4,1,false,21.0242
yourself,2,2,false,36.7544
cut,2,1,false,15.3892
bed,1,2,false,33.3617
effort,2,4,false,29.9795
service,4,3,false,25.062
investment,0,0,false,56.5734
middle,2,2,false,10.3757
one,5,0,false,35.6576
son,2,1,true,4.4512
effect,4,3,false,51.5095
rock,2,4,false,18.7842
maybe,3,2,false,1.0
race,0,1,false,15.1094
seek,5,2,false,47.7966
military,1,2,false,57.4537
line,4,3,false,56.3788
structure,5,1,false,40.8549
adult,5,1,false,25.1777
better,5,3,true,49.832
financial,2,2,false,24.3272
do,3,1,false,14.2598
interview,3,4,false,34.8917
role,2,2,false,33.4677
either,3,2,false,34.1037
follow,4,2,false,28.5214
record,1,1,true,71.5943
party,3,2,false,1.0
home,4,3,false,33.7303
material,4,2,true,32.452
on,3,4,false,25.8048
nice,4,2,false,40.902
guy,3,2,false,68.288
large,4,2,false,36.554
skill,2,4,false,63.9439
oil,3,0,false,1.1793
give,4,1,false,30.9374
he,3,2,false,33.2274
scientist,3,1,true,15.0128
long,5,0,false,32.1073
experience,6,3,false,47.9309
follow,3,1,false,71.5188
enter,5,3,false,34.6112
during,2,1,false,32.9818
camera,1,1,false,29.3087
set,3,3,true,37.0684
data,1,1,false,29.4746
four,2,0,false,38.0148
call,3,0,false,1.0
situation,1,1,true,24.4356
north,2,1,false,32.7896
sound,3,1,true,19.6017
road,1,0,false,1.0
crime,3,2,false,36.5108
dark,5,3,false,81.0856
direction,3,2,true,16.6233
single,4,2,false,50.5792
member,3,2,false,82.0882
factor,2,2,false,16.4513
shake,3,3,false,1.0
perform,0,1,false,1.0
soon,2,1,false,18.4234
network,3,0,false,15.0903
picture,3,1,false,1.0
fear,5,2,false,15.5107
black,3,0,false,20.4496
there,2,1,true,42.0031
daughter,4,1,false,23.5138
fine,3,3,false,35.1028
dream,2,1,true,23.5263
herself,2,2,false,76.9663
country,2,1,false,84.0
five,2,1,false,1.0
address,4,1,false,1.0
section,4,3,false,1.0
none,0,1,false,49.787
card,3,3,false,47.3903
eye,2,1,false,25.7984
answer,3,1,false,20.7582
arm,3,1,false,84.0
on,3,1,false,25.0361
final,0,1,false,84.0
save,2,2,false,11.4704
yet,7,2,false,12.3224
card,4,0,false,17.2272
pull,3,1,true,70.9889
trouble,3,1,false,36.6313
soldier,0,3,false,59.1121
military,2,0,false,3.4806
board,1,2,true,66.1793
turn,4,0,false,12.9304
actually,4,1,false,38.2248
painting,4,1,false,70.6603
feel,4,1,false,60.3572
manager,5,5,false,1.0
measure,3,1,false,1.0
let,3,1,false,27.0751
grow,0,2,false,26.4728
create,5,1,false,35.4397
approach,4,1,false,79.0937
entire,2,1,false,83.337
yeah,3,3,false,27.8729
training,6,1,false,1.0
mean,6,2,false,59.2958
build,3,3,false,53.6365
term,1,1,false,33.1577
attention,2,0,false,15.9551
institution,2,1,true,1.0
million,4,2,false,48.2449
back,4,2,false,35.1098
part,2,2,false,43.2972
professional,4,2,false,46.3735
rich,3,4,false,37.7369
argue,1,1,false,41.8814
civil,6,1,false,21.9876
church,1,1,false,49.0698
talk,5,0,false,65.6393
order,1,3,false,16.1629
fly,3,2,true,16.1881
bed,2,2,true,62.1739
energy,1,2,false,9.6565
by,1,1,false,63.7027
open,2,3,false,19.0688
south,1,3,false,44.1013
keep,1,2,false,44.2987
police,3,2,false,71.9504
pick,2,0,false,49.7967
street,5,3,true,43.3493
present,2,3,true,59.7352
draw,5,1,false,24.2965
stand,2,2,false,50.5124
necessary,7,3,true,45.953
husband,1,2,false,25.3945
little,2,4,false,54.1278
when,1,3,false,84.0
level,4,1,false,34.3244
finish,3,1,false,6.886
trade,3,4,false,55.9783
per,2,1,false,1.0
laugh,3,2,false,11.8427
focus,3,1,false,1.0
outside,0,3,false,1.0
pressure,4,1,false,78.7377
as,1,1,false,11.1444
poor,4,4,false,21.0247
sister,6,2,false,22.0278
bit,3,0,false,29.4595
yourself,2,4,false,42.9406
source,3,2,false,79.3892
despite,3,4,false,32.9305
process,1,1,false,32.4477
development,2,4,false,59.7711
everything,2,1,false,54.3542
recent,3,2,false,34.7514
beat,3,0,false,18.472
close,3,1,true,11.6989
education,3,1,false,52.8852
consumer,3,2,false,78.7609
old,2,1,false,42.2922
bad,2,1,false,57.5989
close,1,3,false,39.1663
able,3,1,false,84.0
issue,0,2,false,38.3997
little,3,3,false,40.2279
risk,5,3,false,1.0
phone,4,2,false,1.0
many,3,2,false,46.7142
film,1,1,true,75.3004
alone,3,2,false,21.3277
each,2,2,false,17.1295
fight,0,4,true,13.8224
seat,1,4,false,34.5562
fear,3,3,false,61.3625
scientist,3,2,false,61.217
trade,0,3,false,20.4209
long,1,3,false,9.5944
avoid,3,1,false,29.5168
right,2,2,false,45.0952
east,3,2,false,54.582
window,2,4,true,84.0
everything,5,1,false,41.0772
store,3,2,false,21.5827
strong,3,3,false,21.0583
process,4,1,false,1.0
perform,1,3,false,30.209
recently,2,1,false,71.1862
summer,3,1,false,84.0
world,0,2,false,21.0794
decade,4,4,false,1.0
large,4,2,false,1.0
building,6,0,true,28.2277
off,2,2,false,26.6734
down,3,0,false,24.5318
raise,3,2,false,1.0
church,1,3,false,4.5822
when,1,4,false,28.6412
exactly,5,2,false,45.9043
the,5,1,true,41.7291
change,6,1,false,16.8435
away,0,1,false,52.1381
as,1,1,false,13.8449
company,4,1,false,55.3427
structure,4,1,false,61.4476
food,5,1,false,21.5868
physical,3,4,true,76.0725
smile,3,2,false,50.2033
thank,3,1,false,28.3095
outside,1,3,false,20.5218
will,3,2,true,36.6921
fight,2,1,false,5.9753
leg,2,1,false,21.4992
capital,3,3,false,2.9517
management,3,4,false,34.9963
risk,3,3,true,19.8817
fly,2,1,true,53.3357
scene,4,2,false,4.9444
interesting,4,3,true,1.0
yes,3,0,false,38.0159
expert,4,1,false,44.6026
month,4,1,false,55.8216
notice,2,0,true,55.7219
minute,2,1,false,66.951
left,3,2,false,19.0023
be,5,4,false,21.3159
piece,2,2,true,3.1633
among,4,3,false,52.3144
visit,4,2,false,68.2043
lay,0,3,false,19.7886
simple,1,3,true,44.5097
future,4,1,false,22.1976
PM,4,1,false,27.0152
enough,4,1,true,32.8672
agree,4,2,false,6.6191
benefit,2,0,false,53.7431
drop,3,2,false,41.7069
represent,3,3,false,1.0
think,0,1,false,1.133
traditional,3,2,false,19.2224
parent,3,0,false,16.1495
people,2,4,false,35.2671
against,3,2,false,24.329
southern,4,3,false,41.6975
remember,1,3,false,48.0937
term,5,2,true,39.6846
exist,1,3,false,26.2031
part,2,1,false,1.0
amount,7,3,true,52.1758
source,1,3,false,1.0
something,1,1,true,40.6405
continue,5,0,true,1.0
many,3,2,false,4.039
natural,2,2,true,32.1731
reach,4,1,true,55.4153
letter,5,1,false,10.0609
whom,3,3,true,27.0824
fall,3,3,false,70.5573
course,4,1,false,43.4072
pay,1,1,false,49.769
least,3,0,false,1.0
prove,3,3,false,47.001
teach,2,1,false,1.0
million,2,3,false,25.7615
benefit,4,1,false,23.9797
many,4,2,true,44.6562
happen,4,1,false,21.9275
issue,3,2,true,29.0686
goal,1,0,true,71.839
full,8,2,false,58.4867
religious,1,2,false,20.872
book,4,3,true,1.0
toward,4,2,false,16.5591
college,2,1,false,37.1264
girl,2,1,false,56.5951
its,3,2,false,33.8646
rule,3,2,true,7.7921
mission,4,1,false,27.1664
fight,3,2,false,45.5993
recognize,2,1,false,48.9118
you,2,2,true,47.0583
institution,3,0,true,22.8658
teach,4,4,false,1.0
soon,4,0,false,44.2503
oil,5,1,false,1.0
although,3,1,true,57.5603
look,1,2,true,14.1788
behavior,4,2,false,33.3374
forward,2,3,false,12.0235
entire,2,1,true,33.6174
game,1,2,true,36.4553
business,4,2,false,21.4588
spring,4,2,false,3.0435
international,4,1,false,84.0
treatment,3,1,false,2.0056
my,3,1,false,39.3468
thank,2,1,true,42.2445
ability,5,1,false,42.1519
really,4,2,false,60.7485
true,1,2,false,1.0
occur,3,1,false,1.0
maintain,2,3,true,1.0
job,4,2,true,42.5858
arm,0,1,false,17.3601
cup,5,2,false,38.961
national,3,2,false,29.0059
high,4,4,false,1.3239
prevent,5,2,false,55.0903
something,1,0,false,32.4804
moment,2,3,false,57.204
process,3,2,false,39.6322
letter,1,2,false,47.1516
soon,3,1,true,22.8852
approach,2,3,false,81.3961
Democrat,3,1,true,32.3537
example,2,2,false,1.0
often,2,1,true,51.1169
catch,1,2,false,13.3345
within,1,1,false,1.0
field,2,1,false,48.6428
left,1,2,false,24.4554
up,2,3,false,19.9195
say,2,1,false,48.1781
memory,5,2,true,11.6286
campaign,2,3,true,24.4297
air,2,1,true,45.5975
professor,2,1,false,14.8864
politics,0,0,false,22.7758
successful,3,3,false,1.0
education,3,1,false,42.2506
security,4,1,false,42.5263
cold,1,2,false,10.0468
foreign,1,2,false,1.0
ok,2,3,true,39.4871
address,2,1,false,62.0953
old,3,1,false,40.6156
involve,6,3,false,44.0155
better,3,1,false,35.1075
down,5,3,false,33.8117
thought,3,2,false,16.4615
while,4,2,false,12.9999
build,2,0,false,45.7607
main,2,3,false,15.9464
your,3,2,false,45.2482
buy,6,2,false,6.2003
raise,1,1,false,52.4609
there,2,1,false,39.5962
class,4,2,false,29.517
moment,3,1,false,1.0
worker,1,3,false,8.7352
sense,4,2,false,30.4949
film,4,1,false,59.5704
Mr,2,0,true,51.7734
season,6,2,false,1.336
explain,3,2,false,2.3142
just,6,3,false,1.0
they,2,1,false,61.8675
meeting,3,1,false,83.567
marriage,2,3,false,37.7218
either,5,1,false,28.2491
loss,5,2,false,15.6746
ok,3,2,false,9.8301
check,1,2,false,36.2444
identify,6,1,false,34.8416
cut,2,0,false,64.9214
will,5,2,false,6.6606
place,2,1,true,16.7262
movie,2,0,false,81.5608
skin,2,0,false,1.0
until,3,2,true,12.3898
century,5,2,false,31.6537
treat,3,1,false,55.4927
available,1,1,true,44.6483
fact,1,2,true,34.1368
spring,2,4,true,51.6113
strategy,4,3,false,32.3895
too,3,3,true,35.4295
join,0,1,false,74.9203
grow,2,2,false,62.2047
world,2,1,false,42.9327
store,3,4,false,32.6428
movement,4,3,false,25.3829
example,6,2,false,1.0
tend,3,1,false,52.3842
able,3,2,false,24.9626
fear,5,0,false,84.0
she,4,1,false,58.0281
fire,2,2,false,8.7309
third,3,2,false,1.0
people,3,0,false,49.2391
particularly,4,3,false,23.2452
receive,3,2,false,17.4745
might,6,2,true,9.6529
tree,4,2,false,15.6904
church,3,4,false,1.0
likely,2,1,false,6.0236
nothing,4,4,false,50.0519
member,2,1,false,1.3736
hair,4,1,false,19.9079
go,4,1,false,45.3182
old,3,3,false,27.2884
source,1,1,false,1.0
of,3,2,false,11.6696
huge,3,1,false,70.8453
lose,2,2,false,1.0
worker,3,0,false,1.0
fund,4,1,false,56.8135
true,0,1,false,66.3259
current,4,3,false,26.7156
save,1,1,false,1.0
edge,2,2,false,28.4508
owner,2,2,false,1.0
identify,2,1,true,24.1634
east,3,3,false,22.7575
total,2,4,false,1.0
stand,3,2,false,38.9749
item,4,3,false,70.6505
animal,1,2,false,21.2293
friend,2,2,false,2.9037
size,3,1,false,72.3056
material,2,3,true,36.7124
season,1,2,false,46.8322
white,2,4,true,19.1545
talk,3,2,false,41.9194
I,5,2,false,46.6939
imagine,1,0,false,47.758
record,2,0,true,45.8955
structure,3,1,false,16.801
tend,6,1,false,53.9537
reach,2,2,false,37.8877
civil,3,1,false,19.1326
mission,3,3,false,59.7806
although,3,1,false,9.5869
card,1,1,false,10.6018
morning,0,2,false,6.1598
performance,6,3,false,52.7543
glass,1,2,false,6.43
true,0,0,false,33.9661
black,4,1,true,8.482
two,4,2,false,1.0
through,6,0,true,24.486
less,2,1,false,31.2017
black,6,2,false,21.9668
never,4,3,false,34.7332
whether,1,2,false,24.001
loss,5,1,false,1.0
administration,2,1,false,21.1733
seven,2,0,false,44.148
charge,3,1,false,1.0
it,1,3,true,1.0
truth,7,1,false,17.0662
real,4,2,false,34.8968
clear,1,1,false,25.365
bad,1,2,false,51.4496
manager,4,2,true,32.7066
station,0,2,false,17.7646
evidence,4,1,false,25.648
ground,4,2,false,1.0
price,3,1,false,63.6039
room,2,1,false,6.0564
information,3,3,false,40.7806
rate,4,3,false,68.809
be,0,1,false,28.6626
together,5,3,false,11.394
get,3,2,true,51.1662
together,3,2,false,30.5052
represent,3,0,false,47.6817
town,3,2,false,8.3489
none,2,3,false,29.2064
husband,3,4,true,56.0467
free,2,0,false,20.195
produce,3,0,true,10.851
serious,5,2,false,55.8682
very,5,2,false,71.2005
song,2,1,false,4.4497
method,3,3,false,41.8539
turn,3,3,false,64.4199
number,3,2,false,38.4209
also,4,2,false,20.8645
prepare,3,2,true,20.1311
authority,5,2,false,68.2518
easy,0,1,false,1.0
program,5,4,false,16.4317
return,4,0,false,68.7603
will,4,2,false,51.7756
field,3,2,false,1.0
dream,1,0,false,38.8079
skin,2,0,false,44.8755
believe,1,4,false,29.5765
leader,4,1,true,63.3651
billion,4,0,false,19.9658
soon,4,0,true,42.3832
property,2,3,false,70.9981
score,0,1,false,71.9779
turn,1,2,false,35.3445
black,5,3,false,49.2353
life,3,3,false,57.4368
compare,3,3,false,38.3021
rule,2,1,false,76.1724
firm,3,1,false,61.2215
well,4,2,false,72.4333
air,4,1,false,22.5753
any,0,0,false,63.8869
garden,2,1,false,1.0
style,2,2,false,1.0
arrive,2,3,false,13.7302
finally,3,2,true,19.1747
her,3,4,false,45.3167
house,5,2,false,1.0
lawyer,3,2,false,1.0
child,1,1,false,45.9566
election,2,0,false,40.6644
nice,3,3,false,60.0636
its,0,3,false,14.976
others,3,3,false,33.8274
rest,5,4,true,1.0
structure,3,1,false,41.6516
couple,4,3,true,49.4639
conference,3,4,false,29.0967
continue,2,3,false,14.268
bar,2,1,false,40.0448
poor,3,1,true,66.2414
truth,1,3,false,55.1151
idea,1,2,false,9.9106
president,4,0,false,29.4741
result,1,3,true,24.117
effect,3,3,false,66.2867
modern,2,2,false,1.0
while,2,2,false,53.1884
past,3,1,false,84.0
character,3,2,false,10.7351
each,1,2,false,31.2005
main,1,3,false,63.5241
pull,2,3,false,5.0563
environmental,3,1,false,59.5325
machine,4,0,false,1.2485
especially,4,1,false,1.0
reflect,0,0,false,49.7176
act,3,2,false,38.5021
way,1,1,false,33.2227
summer,4,0,false,29.859
make,3,2,false,19.5161
wear,0,2,false,84.0
field,1,2,false,9.7251
research,3,1,false,84.0
office,2,2,false,30.6902
coach,4,1,true,1.0
back,1,1,false,1.0
letter,3,2,false,41.3178
you,3,2,true,14.8842
hair,5,3,false,1.0
people,2,1,false,50.2115
firm,6,2,true,42.2716
purpose,6,1,false,1.0
language,5,2,true,69.6133
road,1,1,true,39.8677
enough,4,0,false,25.8701
loss,4,2,false,1.0
through,3,3,false,54.908
five,3,1,false,57.5262
decide,0,2,false,30.3997
if,6,2,false,65.7203
tonight,2,3,false,83.8336
meeting,7,2,false,37.1819
both,0,2,false,58.1147
economic,2,2,false,79.8825
I,0,1,false,19.887
owner,4,5,false,70.5098
her,7,2,false,35.3763
paper,2,1,false,1.0
find,3,0,false,1.0
scene,5,1,false,52.7114
find,3,3,false,1.0
age,2,3,false,22.8718
themselves,4,1,false,17.8086
reason,3,1,false,13.4861
individual,0,3,true,1.3095
face,2,0,false,1.0
across,0,2,false,6.3067
others,5,1,true,51.9666
treatment,4,0,false,33.7753
rich,1,0,false,1.0
star,4,3,true,31.8019
size,3,3,false,56.835
appear,4,1,false,38.5508
whether,3,3,false,14.2871
police,5,3,false,1.0
skill,2,1,false,27.053
model,1,2,false,29.189
there,0,2,false,1.0
well,5,3,false,22.1232
weight,0,2,false,6.7211
few,5,1,false,11.7444
stand,3,2,false,44.4098
successful,2,2,false,18.4138
drug,2,1,false,31.4036
policy,1,2,false,43.0681
suffer,1,3,false,19.9353
he,0,1,false,9.4179
discuss,3,2,false,1.0
provide,3,1,false,14.1648
customer,3,2,false,35.9208
pressure,6,2,false,3.4489
enough,5,3,false,10.717
resource,0,2,false,54.3298
someone,5,1,false,13.7295
set,1,2,true,1.0
speak,2,2,false,14.7276
receive,1,3,false,46.4398
responsibility,2,0,false,28.4504
this,4,3,false,44.4588
certain,4,2,true,31.7661
production,2,2,false,46.2854
bill,3,3,true,1.0
well,1,3,true,82.7806
product,3,1,false,19.4872
race,2,1,false,42.6522
among,2,2,false,39.0218
for,1,3,false,49.0219
story,4,3,false,39.8048
let,0,3,false,8.4105
along,2,2,false,20.8152
particularly,2,2,false,48.9942
his,5,2,true,31.2337
sign,3,2,false,1.0
catch,3,0,false,75.0877
believe,3,2,true,38.841
where,3,2,true,1.0
find,0,2,false,41.8845
general,3,1,false,32.4169
small,2,1,false,83.3516
just,3,2,false,23.8344
continue,3,2,false,25.9365
deep,2,1,false,4.2636
cause,1,2,false,25.28
stop,1,0,false,80.579
notice,0,2,false,8.7573
under,3,0,false,11.3194
history,1,4,false,45.1708
nice,3,4,false,53.2334
more,3,2,false,69.5234
white,2,1,false,41.2909
explain,2,2,false,56.9998
then,4,2,false,1.0
community,2,2,false,10.9266
even,4,2,false,39.0462
white,4,0,false,74.0938
thank,3,1,false,1.0
yet,4,1,false,1.0
meet,3,3,false,52.909
sure,3,2,false,32.1506
find,1,0,true,43.4898
skin,4,2,false,5.4366
truth,4,2,false,56.1804
ground,3,3,false,1.0
summer,4,2,false,8.8764
building,1,3,true,56.8675
management,3,1,false,17.8621
bag,2,2,true,25.8616
chance,1,1,false,66.4369
somebody,3,3,false,30.2515
draw,7,2,false,59.8445
trade,3,1,false,42.628
require,3,3,false,54.0139
shake,2,1,false,15.3094
represent,2,1,false,20.0685
industry,7,0,true,1.0
throughout,4,3,true,15.9602
summer,2,0,false,39.6321
onto,3,2,false,14.1826
history,3,3,false,1.0
believe,4,2,false,1.0
street,2,4,false,69.8436
indicate,2,1,false,44.6129
address,3,3,false,84.0
everything,0,2,false,43.1878
not,6,2,true,34.4152
candidate,3,1,false,8.904
look,0,0,false,28.951
home,1,1,false,1.0
remember,5,1,false,27.479
smile,0,4,false,46.539
remember,3,3,true,45.9306
everybody,7,3,false,20.4656
pattern,3,3,false,64.8243
I,4,2,true,48.4971
test,2,2,false,1.0
pull,2,1,false,23.8847
yard,6,1,false,80.1841
hot,2,3,false,12.9699
box,2,1,false,1.0
Republican,3,4,true,1.0
east,2,2,false,54.8069
market,4,2,false,1.0
ago,4,1,false,65.7566
president,4,0,false,56.1396
usually,3,3,false,16.5877
yes,4,2,false,41.1775
option,2,2,false,44.2727
generation,2,2,false,21.4711
whole,4,2,false,55.389
poor,2,2,false,9.8595
do,2,2,false,1.0
raise,0,2,false,40.6677
at,2,1,false,15.77
prove,3,2,false,1.0
than,3,0,false,1.0
majority,4,2,false,1.0
where,2,1,false,16.8382
school,1,2,true,54.417
five,3,1,false,41.6798
range,1,3,false,50.3728
issue,4,2,false,45.4064
but,1,1,true,58.0109
challenge,0,1,false,35.1887
answer,4,2,false,6.4288
young,1,2,false,33.0308
always,4,3,false,21.2454
fly,3,1,false,50.5306
mind,4,1,true,1.0
business,2,1,false,1.0
bill,3,2,false,9.9384
easy,3,1,false,1.0
very,3,0,false,84.0
note,2,3,false,84.0
central,4,1,false,59.9612
important,4,1,true,17.8078
long,2,3,false,23.1417
hospital,6,3,true,40.3203
religious,3,2,false,1.0
situation,5,2,false,45.0842
same,2,1,true,1.0
young,3,0,true,12.1736
now,3,3,false,1.0
kind,3,1,true,16.4844
people,2,0,false,82.1986
situation,2,1,false,22.6689
short,1,1,false,16.5062
clear,4,3,false,1.0
value,3,1,true,33.2848
join,3,1,false,67.7988
real,3,3,true,78.6959
bit,2,2,false,39.6468
these,3,2,false,2.6449
might,6,0,false,8.9316
power,0,2,false,32.1545
involve,4,1,false,78.121
wrong,4,0,false,74.5741
far,3,1,false,54.5159
alone,4,0,false,11.9998
road,3,2,true,24.4618
hospital,4,4,false,10.7199
director,1,1,false,19.0315
life,6,2,false,53.7897
light,3,1,false,27.0069
eat,4,3,false,24.2811
top,3,2,false,40.6177
him,2,3,false,30.9988
bit,1,3,false,35.733
rich,6,3,false,15.4451
hold,4,2,true,1.0
off,5,2,true,20.0392
week,1,0,true,1.0
quite,3,2,false,84.0
her,3,1,false,9.0698
ask,0,1,true,28.0466
information,5,2,false,13.1335
fact,0,0,false,38.4095
customer,1,3,false,56.7618
can,6,4,false,19.3402
thus,3,1,false,24.9243
than,3,2,false,40.6251
look,3,2,true,77.5956
benefit,3,3,false,78.5155
recognize,2,1,false,46.0013
difference,3,0,false,75.539
quality,4,0,false,84.0
purpose,0,2,false,23.5629
picture,2,3,false,16.8727
against,0,3,false,38.3213
apply,4,2,false,39.5298
stop,3,2,false,22.0762
goal,3,1,false,59.9306
either,2,2,false,11.5715
car,4,2,true,10.7712
stop,4,1,false,23.1223
other,3,2,true,25.8573
describe,2,0,false,70.3615
authority,2,0,false,1.0
themselves,2,2,false,29.0727
southern,0,2,false,23.5139
once,2,2,true,24.2092
despite,1,2,false,1.0
peace,2,1,false,18.9725
direction,4,2,false,16.2677
